,text_tokenized
6283,"['delay', 'another', 'hour', 'mins', 'transit', 'lax', 'extremely', 'unlikely', 'will', 'make']"
6284,"['now', 'go', 'back', 'gate', 'something', 'overheat', 'sit', 'hourslove', 'stink']"
6285,"['congratulations', 'fail', 'sky', 'gate', 'plane', 'full', 'people', 'wait', 'weather', 'worse', 'now', 'cant', 'leave']"
6286,"['thank', 'leave', 'bag', 'despite', 'system', 'say', 'definitely']"
6287,"['come', 'shuttle', 'bus', 'lga', 'ewr', 'electrical', 'power', 'outlets', 'new', 'airbus', 'interiors']"
6288,"['reply', 'doesnt', 'good', 'check', 'outlets', 'preflight', 'move', 'different', 'equipment', 'board', 'due', 'malfunction']"
6289,"['15hr', 'wbroken', 'media', 'system', 'witness', 'bounce', 'wall', 'remind']"
6290,"['rebooked', 'thru', 'sfo', 'arrive', 'hours', 'late', 'miss', 'activities', 'ask', 'fly', 'today', 'stop', 'tell', 'pay']"
6291,['never']
6292,"['try', 'strand', 'tomorrow', 'morning', 'pretty', 'sure', 'overflight', 'book', 'problems', 'maintenance', 'arent', 'fault']"
6293,"['costumer', 'service', 'today', 'airport', 'suck', 'recommend', 'learn', 'check', 'weather', 'honest']"
6294,"['fire', 'rep', 'refuse', 'put', 'board', 'pass', 'seat', 'full', 'explanation', 'name', 'complaint']"
6295,"['god', 'damn', 'fuck', 'crew', 'wont', 'till', 'youve', 'know', 'hour', 'half', 'time', 'bullshit']"
6296,"['really', 'culture', 'problem', 'everyone', 'try', 'work', 'blame', 'someone', 'tell', 'theyre', 'short', 'staff']"
6297,['suck']
6298,"['understand', 'another', 'plane', 'available', 'full', 'day', 'till', 'departure', 'unacceptable']"
6299,"['honestly', 'ruin', 'fuck', 'life', 'right', 'now', 'never']"
6300,"['cancel', 'flightled', 'bdl', 'strand', 'dullesairport', 'wait', 'almost', '2hrs', 'customer', 'service', 'shout', 'diligent', 'agents']"
6301,"['quality', 'work', 'go']"
6302,"['customer', 'service', 'rep', 'confirm', 'bag', 'give', 'different', 'info', 'ruin', 'events', 'today']"
6303,"['weve', 'let', 'know', 'help', 'millions', 'customers', 'youve', 'treat', 'garbage', 'coincidence', 'rank', 'worst']"
6304,"['yes', 'land', '930pm', 'last', 'night', 'speak', 'baggage', 'claim', 'customer', 'service', 'reps', 'finally', 'speak', 'one', 'amaze', 'ticket', 'agent']"
6305,"['charge', 'biz', 'somewhat', 'egregious', 'charge', 'top', 'sam', 'adams', 'draft', 'club', 'usurious']"
6306,"['social', 'listen', 'capabilities', 'awful', 'reply', 'context', 'mention']"
6307,"['follow', 'will', 'phone', 'call']"
6308,"['flightua1750', 'basically', 'prison', 'runway', 'sfo', '6delays', '4hrs', 'sit', 'water', 'answer', 'remind', 'hate']"
6309,"['say', 'final', 'carrier', 'doesnt', 'want', 'bag', 'claim', 'sorry', 'want', 'clothe']"
6310,"['seriously', 'hrs', 'bag', 'iad', 'intl', 'arvls', 'carousel', 'custs', 'wcancelled', 'flightled', 'connect', 'understand', 'irrops', 'ridiculous']"
6311,"['terrible', 'experience', 'happen', 'everyone', 'right', 'now', 'flightua1750', 'delay', 'hrs', 'total', 'miss', 'now', 'thnx']"
6312,"['one', 'bag', 'claim', 'want', 'mga', 'now']"
6313,"['fail', 'uncontrollably', 'today', 'beyond', 'repair', 'beyond', 'livid', 'absolute', 'disregard', 'operations']"
6314,"['friend', 'travel', 'via', 'ua1470', 'today', 'never', 'luggage', 'recourse', 'person', 'clothe', 'reimburse']"
6315,"['keep', 'kick', 'error', 'message', 'try', 'purchase', 'try', 'least']"
6316,"['culture', 'issue']"
6317,"['rep', 'wouldnt', 'rebook', 'waste', 'time', 'poor', 'communication']"
6318,"['late', 'due', 'mechanical', 'issue', 'past', 'days']"
6319,"['employees', 'almost', 'seem', 'happy', 'delivery', 'terrible', 'customer', 'service']"
6320,"['major', 'city', 'already', 'cancel', 'flightled', 'hours', 'departure', 'due', 'weather', 'backup', 'plan']"
6321,"['hold', 'phone', 'well', 'half', 'hour', 'wait', 'make', 'reservation', 'change', 'want', 'make', 'online', 'help']"
6322,"['instead', 'wait', 'plane', 'never', 'come', 'now', 'back', 'home', 'try', 'tomorrow', 'suitcase', 'still', 'lose']"
6323,"['glad', 'solve', 'prob', 'experience', 'remain', 'will', 'fly']"
6324,"['cancel', 'iad', 'jax', 'suppose', 'use', 'plane', 'bna', 'use', 'plane', 'another', 'destination', 'instead']"
6325,"['appreciate', 'early', 'arrival', 'ua1002', 'chance', 'ord', 'will', 'bring', 'bag']"
6326,"['break', 'luggage', 'mild', 'case', 'food', 'poison', 'ua5', 'lhriah', 'email']"
6327,"['fill', 'hope', 'someone', 'respond', 'book', 'next', 'trip']"
6328,"['friends', 'sit', '7am', 'cancel', 'flightedstill', 'dont', 'answer']"
6329,"['mean', 'change', 'plan', 'hate', 'seat', 'wing', 'want', 'book', 'will', 'formal', 'complaint']"
6330,"['guy', 'change', 'age', 'double', 'book', 'seat', 'ive', 'even', 'though', 'platinum', 'person', 'none']"
6331,"['havent', 'havent', 'time', 'check', 'spamjunk', 'mail', 'casenothing']"
6332,"['sloppy', 'stuff', 'dont', 'see', 'anymore', 'raise', 'expectations', 'team', 'poor']"
6333,"['long', 'take', 'response', 'customer', 'service', 'complaint', 'email']"
6334,"['bag', 'tag', 'lead', 'many', 'people', 'back', 'aisle', 'front', 'bag']"
6335,"['cabin', 'crew', 'huge', 'offenders', 'stand', 'conversational', 'cluster', 'block', 'exit', 'passengers']"
6336,"['allow', 'passengers', 'block', 'exit', 'plane']"
6337,['wheelchairs']
6338,"['commitment', 'good', 'turnaround', 'operations', 'mgr', 'count', 'dozen', 'small', 'issue', 'individual', 'performance']"
6339,"['nightmare', 'continue']"
6340,"['team', 'add', 'mins', 'turnaround']"
6341,"['call', 'wait', 'time', 'minutes', 'airport', 'wait', 'time', 'longer']"
6342,"['yes', 'ive', 'wait', 'four', 'hours', 'one', 'able', 'help']"
6343,"['sit', 'runway', 'hours', 'ridiculous']"
6344,"['service', 'pretty', 'ruin', 'day', 'thank', 'weak', 'attempt']"
6345,"['forget', 'tell', 'come', 'thank', 'allow', 'miss', 'connection']"
6346,"['deodorant', 'shampoo', 'toothpaste', 'seem', 'limit', '70oz', 'correct']"
6347,"['force', 'check', 'rollaboard', 'plenty', 'room', 'overhead', 'next', 'seat']"
6348,"['please', 'dont', 'take', 'membership', 'away']"
6349,"['please', 'economy', 'plus', 'seat', 'awful', 'day', 'cancel', 'lot', 'plan']"
6350,"['weather', 'blame', '1hr', 'hold', 'speak', 'agent', 'doesnt', 'understand', 'concept', 'time', 'zone', 'thank']"
6351,"['system', 'give', 'seat', 'awaynow', '27l', 'economy', 'econ', 'seat', 'give', 'plus', 'seat', 'away']"
6352,"['yepused', 'twice', 'case', 'number', 'assign', 'try', 'againget', 'screen', 'say', 'thank', 'submit', 'request']"
6353,"['please', 'move', 'seat', 'lose', 'upgrade', 'seat', '20l', 'ticket', 'hand', '20l']"
6354,"['help', 'appreciate', 'thats', 'looong', 'wait', 'help', 'something', 'thats', 'fault']"
6355,"['husband', 'suppose', 'fly', 'rdu', 'iad', 'iad', 'fra', 'leave', 'hours', 'cancel', 'theres', '1hr', 'wait', 'phone']"
6356,"['probably', 'least', 'satisfactory', 'ive', 'never', 'fail', 'disappoint']"
6357,"['sure', 'call', 'customer', 'care', 'customer', 'dont', 'care']"
6358,"['charge', 'make', 'decisions', 'cancel', 'flightling', 'ua1150', 'unacceptable', 'right', 'now']"
6359,"['fly', 'normally', 'doesnt', 'happen', 'ill', 'let', 'flyers', 'provide', 'feedback', 'thank']"
6360,"['plow', 'snow', 'gate', 'plane', 'arrive', 'dont', 'sit', 'minutes', 'fail']"
6361,"['experience', 'family', 'terrible', 'experience', 'kind', 'robbedexplain']"
6362,"['great', 'job', 'lose', 'one', 'six', 'bag', 'direct', 'dont', 'know']"
6363,"['worst', 'customer', 'service']"
6364,"['ruin', 'day', 'start', 'trip', 'sfo', 'gig', 'legs', 'change', 'lose', 'pay', 'upgrade', '1st', 'class', 'seat', 'move', 'econ', 'econ']"
6365,"['now', 'board', 'movement', 'minwow', 'experience', 'keep', 'worse', 'worse']"
6366,"['employee', 'gate', '15min', 'board', 'expect', 'customers', 'competent', 'company', 'rival']"
6367,"['wonder', 'cabin', 'filthy']"
6368,"['ask', 'stewardess', 'take', 'disinfectant', 'wipe', 'trash', 'say', 'hand']"
6369,"['need', 'better']"
6370,"['cancel', 'flightled', 'due', 'mechanical', 'issue', 'ask', 'cab', 'fare', 'say', 'weather', 'cant', 'help']"
6371,"['luckily', 'disinfectant', 'wipe', 'job', 'youre', 'welcome']"
6372,"['really', 'clean', 'food', 'coffee', 'stain', 'area', 'around', 'seat', 'new', 'passengers', 'come', 'aboard', 'gross']"
6373,"['help', 'invest', 'plan', 'people', 'less', 'stock', 'buybacks', 'executive', 'pay', 'maybe', 'disappoint']"
6374,"['roc', 'cancel', 'flightled', 'love', 'snowy', 'drive', 'home', 'useful', 'substitute']"
6375,"['thats', 'crazy', 'long', 'form', 'need', 'something', 'video']"
6376,"['hope', 'see', 'issue', 'return', 'tomorrow']"
6377,"['cancel', 'flightled', 'ridiculous']"
6378,"['shouldnt', 'page', 'ohead', 'call', 'hold', 'mins']"
6379,"['appreciate', 'put', 'hold', '20min', 'hang', 'request', 'help', 'big', 'group', 'ill', 'try']"
6380,"['thank', 'reply', 'frustration', 'spend', 'upgrade', 'put', 'wait', 'list']"
6381,"['staff', 'try', 'throw', 'luggage', 'around']"
6382,"['strand', 'fly', 'new', 'huston', 'tonight', 'will', 'stick', 'two', 'days', 'rather', 'fly', 'wait']"
6383,"['hello', 'fly', 'first', 'class', 'behind', 'people', 'zone', 'pls', 'pass', 'app', 'dept', 'board', '1st', 'class', 'first']"
6384,"['cant', 'anyone', 'deal', 'person', 'cowardly', 'customer', 'service', 'cant', 'look', 'eye', 'anyone']"
6385,"['nope', 'call', 'lose', 'seat', 'preference', 'pay', 'still', 'sit', 'well', 'see', 'happen', 'late', 'flightr']"
6386,"['stick', 'try', 'engine', 'shut', 'twice', 'terminal', 'available']"
6387,"['yes', 'cancel', 'flightled', 'move', 'ill', 'figure', 'car', 'rental', 'change']"
6388,"['trouble', 'news', 'time', 'raise', 'legroom']"
6389,"['terrible', 'travel', 'experience', 'travel', 'miles', 'roundtrip', 'two', 'cancel', 'flightlations', 'short', 'hop', 'cost', 'two', 'days']"
6390,"['charge', 'people', 'see', 'freak', 'map']"
6391,"['mco', 'delay', 'schedule', 'arrive', 'connection', 'depart', 'options']"
6392,"['company', 'value', 'customer', 'read', 'tweet', 'one', 'feel', 'way']"
6393,"['insult', 'disrespect', 'meet', 'incompetence', 'every', 'turn', 'voucher', 'domestic', 'round', 'trip']"
6394,"['day', 'iad', 'cvg', 'iad', 'cancel', 'flightled', 'airlines', 'operate', 'friend', 'stick', 'now', 'miss', 'intl', 'help']"
6395,"['well', 'dont', 'want', 'customers', 'frustrate', 'compensate', 'appropriately', 'screw', 'royally']"
6396,"['employees', 'angriest', 'angstiest', 'group', 'people', 'anywhere', 'except', 'tasha', 'checkin', 'iah', 'dadoralive']"
6397,"['doubtful', 'hell', 'fly', 'will', 'travel', 'lot', 'sales', 'manager', 'cover', 'north']"
6398,"['worst', 'customer', 'nonservice', 'sure']"
6399,['worst']
6400,"['let', 'employees', 'know', 'good', 'service', 'kind', 'attitude', 'towards', 'customers', 'vital', 'kind', 'business', 'thank']"
6401,"['need', 'assistance', 'line', 'door', 'travel', 'kid']"
6402,"['friend', 'ohare', 'cant', 'say', 'proof', '1st', 'class', 'tkt', 'board', 'pass']"
6403,"['right', 'now', 'tropic', 'pedro', 'line', 'door', 'due', 'elect', 'appoint', 'hack']"
6404,"['new', 'mileage', 'policy', 'awful', 'might', 'pay', 'slightly', 'miles', 'now', 'theres', 'difference']"
6405,"['anyone', 'assure', 'aircraft', 'come', 'leave', 'previous', 'destination']"
6406,"['yes', 'refund', 'ticket', 'give', 'email', 'address', 'let', 'know', 'happen']"
6407,"['speak', 'jimmy', 'samartzis', 'send', 'surveyemail', 'awful', 'exp']"
6408,"['delay', 'pedro', 'belize', 'schedule', 'fly', '3pm', 'belize', 'city', 'will', 'wait', 'please']"
6409,"['hello', 'take', 'care', 'call', 'center', 'city', 'office', 'terrible', 'attitude', 'lady', 'help']"
6410,"['great', 'guess', 'late', 'open', 'service', 'horrible', 'youre', 'overcharge', 'dont', 'care', 'everyone', 'miserable']"
6411,"['unbelievably', 'disappoint', 'delay', 'delay', 'stop', 'mess', 'life']"
6412,"['really', 'great', 'flatter', 'story', 'proud', 'via']"
6413,"['snowy', 'roads', 'bwi', 'call', 'mileageplus', 'tell', 'cancel', 'hours', 'ago', 'rcvd', 'notification', 'pls', 'help']"
6414,"['interview', 'yesterday', 'attendant', 'last', 'person', 'recruiter', 'say', 'lose', 'file', 'come', 'back', 'interview']"
6415,"['remember', 'business', 'pleasant', 'experience', 'mean', 'will', 'tell', 'friend', 'bad', 'experience', 'mean', 'will', 'tell', 'everyone', 'see']"
6416,"['let', 'assure', 'travel', 'time', '4h2m', '5h2m']"
6417,"['bum', 'lose', 'biggest', 'bag']"
6418,"['airlines', 'cableinternet']"
6419,"['customers', 'customer', 'service']"
6420,"['great', 'decision', 'make', 'skills', 'ops', 'iah', 'bag', 'make', 'minute', 'connection', 'dont', 'push', 'early', 'disappoint']"
6421,"['meanwhile', 'fuck', 'festivities', 'already', 'full', 'swing', 'fairway', 'club', 'overlook', '17th', 'hole']"
6422,"['process', 'purchase', 'ticket', 'price', 'change', 'unbelievable']"
6423,"['although', 'strand', 'ohare', 'another', 'hours', 'chance', 'crackerjack', 'service', 'team', 'provide', 'meal']"
6424,"['hours', 'land', 'still', 'bagswhich', 'mean', 'clothe', 'makeup']"
6425,"['gate', 'agents', 'work', 'team', 'never', 'cool']"
6426,"['really', 'fuck', 'day', 'lax', '2hr30min', 'delay', 'software', 'miss', 'connection', 'home', '8hrs', 'late', 'flightr', 'upgrade', 'nothin']"
6427,"['send', 'someone', 'customer', 'service', 'counter', 'person', 'dia', 'concourse', 'across', 'gate', 'b36a']"
6428,"['sure', 'expect', 'anyone']"
6429,"['true', 'gate', 'agents', 'cause', 'helpful', 'thank', 'make', 'miss', 'connection']"
6430,"['21st', 'birthday', 'sister', 'come', 'celebrate', 'keep', 'cancel', 'plz']"
6431,"['whats', 'hold', 'slc', 'den']"
6432,"['denphx', 'tomorrow', 'cancel', 'ask', 'overnight', '2nite', 'laxsna', 'tell', 'without', 'pay', 'thats', 'wrong']"
6433,"['yeah', 'didnt', 'happen']"
6434,"['still', 'bag', 'arrive', 'website', 'say', 'theyre', 'still', 'airport2', 'hours', 'late', 'flightr']"
6435,"['maintenance', 'issue', 'stick', 'meal', 'voucher', 'wont', 'even', 'cover', 'plate', 'spaghetti', 'really']"
6436,"['hate', 'bump', 'seat', 'ive', 'select', 'empty', 'row', 'move', 'another', 'seat', 'nonempty']"
6437,"['announcement', 'extra', 'baggage', 'find', 'empty', 'bin', 'aisle', 'back', 'baggage', 'seat', 'row', 'agents', 'argue']"
6438,"['bag', 'arrive', 'sure', 'miss', 'customer', 'focus', 'days', 'use', 'fly', 'heres', 'hop', 'wake']"
6439,"['total', 'bshave', '1st', 'class', 'seat', 'connect', 'crew', 'late', 'miss', 'connection', 'next', 'plane', 'yet', 'dont', 'honor']"
6440,"['info', 'share', 'via', 'tweet', 'please', 'send', 'name', 'contact', 'info', 'happy', 'supply', 'image', 'rep', 'name']"
6441,"['lack', 'customer', 'service', 'astound', 'worst', 'history', 'airlines', 'train', 'staff']"
6442,"['extremely', 'disappoint', 'leave', 'crew', 'pssgrs', 'strand', 'rain', 'gate', 'cover', 'leave', 'psngrs', 'depart', 'plane']"
6443,"['besides', 'land', 'plane', 'overall', 'customer', 'service', 'experience', 'poor', 'late', 'rude', 'workers', 'plus', 'miss', 'luggage']"
6444,"['fuck', 'shitty', 'fuck', 'information']"
6445,"['sfoaus', 'ua343', 'is9jx1', 'seat', 'appear', 'mite', 'problem', 'recently', 'confirm', 'bug', 'bite', 'mites']"
6446,"['come', 'reopen', 'ord', 'clear', 'grow', 'backlog']"
6447,"['customer', 'service', '16hr', 'delay', 'coupon', 'redeem', 'website', 'higher', 'price', 'expedia', 'call', 'wait', 'time', '55mins']"
6448,"['strongly', 'consider', 'take', 'business', 'elsewhere']"
6449,"['website', 'wont', 'allow', 'post', 'require', 'document', 'keep', 'technical', 'difficulties']"
6450,"['really', 'need', 'start', 'upgrade', 'plan', 'tvs', 'inflight', 'wifi', 'currently', 'unavailable']"
6451,"['dig', 'new', 'mileage', 'earn', 'plan', 'earn', 'miles', 'now', 'change', 'award', 'ticket', 'price']"
6452,"['outsource', 'ticket', 'gate', 'agents', 'mia', 'ill', 'advise', 'roc', 'service', 'go', 'downhill', 'keep', 'employees', 'fliers', 'first']"
6453,"['hang', 'customer', 'service', 'wait', 'min', 'holdguess', 'vacation', 'happen', 'website', 'wasnt', 'work']"
6454,"['bad', 'idea', 'let', 'people', 'back', 'terminal', 'food', 'vouchers', 'allow', 'minutes', 'anything', 'long', 'line']"
6455,"['whats', 'go', 'mileage', 'plus', 'account', 'login', 'username', 'email', 'least', 'three', 'days']"
6456,"['incentive', 'give', 'another', 'chance']"
6457,"['finally', 'right', 'response', 'must', 'check', 'issue', 'ewr', 'puj']"
6458,"['rebookedarrived', 'hours', 'late', 'flightr', 'last', 'year', 'hrs', 'diego', 'inflight', 'entertainment']"
6459,"['lose', 'bag', 'huston', 'leave', 'bahamas', 'cruise', 'today', 'new', 'stuff', 'customer', 'service', 'non', 'existent']"
6460,"['site', 'errored', 'last', 'step', 'change', 'award', 'now', 'cant', 'even', 'pull', 'reservation', 'minute', 'wait', 'time', 'thank']"
6461,"['2nd', 'chance', 'today', 'fly', 'adam', 'let', 'see', 'redeem', 'last', 'horrendous', 'trip', 'state']"
6462,"['worst', 'customer', 'service', 'experience', 'airlines']"
6463,"['airlines', '1st', 'time', 'fly', 'disgrace', 'jimtrotternfl', 'shouldve', 'listen', 'tweet']"
6464,"['diverge', 'vermont', 'suck']"
6465,"['officially', 'inefficient', 'board', 'procedure', 'reason', 'take', 'mins', 'board', 'plane']"
6466,"['hours', 'sit', 'plane', 'hasnt', 'leave', 'gate', 'yet', 'hours', 'actual', 'fly', 'leave']"
6467,"['send', 'detail', 'customer', 'care', 'link', 'send', 'almost', 'month', 'ago', 'response']"
6468,"['terrible', 'service', 'military', 'members', 'families']"
6469,"['cancel', 'need', 'help', 'reflight', 'book', 'problems']"
6470,"['take', 'mins', 'never', 'experience', 'anything', 'number']"
6471,"['afraid', 'fly', 'service', 'every', 'week', 'unhappyspend', 'money', 'unhappy']"
6472,"['youre', 'go', 'cancel', 'today', 'everyone', 'favor', 'now', 'dont', 'stall', 'inevitable']"
6473,"['plan', 'wait', 'gate', 'two', 'hours', 'passengers', 'onboard', 'cramp', 'seat', 'yuck']"
6474,"['ua1665', 'delay', 'hours', 'due', 'mechanical', 'issuecould', 'use', 'free', 'drink', 'make', 'inconvenience']"
6475,"['cell', 'phone', 'record', 'need', 'check', 'see', 'trust', 'faa', 'handle', 'better']"
6476,"['wireless', 'epic', 'worst']"
6477,"['inspect', 'picture', 'routine', 'aircraft', 'check', 'cell', 'phone', 'will', 'faa', 'nyt', 'say']"
6478,"['airserv', 'contractors', 'arent', 'worth', 'wet', 'damn', '30min', 'late', 'still', 'bag', 'ua1566', 'make', 'checkin', 'calamity']"
6479,"['will', 'never', 'fly', 'terrible', 'service', 'ruin', 'entire', 'vacation']"
6480,"['web', 'app', 'wont', 'let', 'upgrade', 'seat', 'call', 'center', 'wait', 'time', 'minutes', 'plus', 'want', 'legroom']"
6481,"['character', 'cover', 'reason', 'afraid']"
6482,"['busy', 'cell', 'phone']"
6483,"['really', 'fill', 'form', 'experience', 'send', 'email', 'email', 'address']"
6484,"['leave', 'gate', 'minutes', 'early', 'thoughts', 'doesnt', 'count', 'sit', 'tarmac', 'half', 'hour']"
6485,"['depart', 'website', 'say', 'delay', 'due', 'operational', 'mean']"
6486,"['teach', 'gate', 'agents', 'lie', 'learn', 'overhead', 'space', 'bag', 'didnt', 'check']"
6487,"['book', 'via', 'gate', 'rebooked', 'late', 'flightr', 'now', 'didnt', 'earn', 'pqd']"
6488,"['couple', 'selfservice', 'policiescost', 'cut', 'exacerbate', 'note', 'issue']"
6489,"['appreciate', 'immediate', 'offer', 'suspect', 'longterm', 'issuenot', 'simple', 'fix', 'skibootbag', 'policy', 'awkward']"
6490,"['isnt', 'simple', 'issue', 'generally', 'set', 'check', 'inbaggage', 'policies', 'general', 'unhelpfulness', 'employees', 'early']"
6491,"['terrible', 'illogical', 'reroute', 'cancel', 'flightled', 'connection', 'make', 'pay', 'check', 'bag', 'lose', 'bag']"
6492,"['already', 'follow', 'one', '800number', 'agents', 'rebooked', 'go', 'a320', 'ugh']"
6493,"['never', 'fail', 'delay']"
6494,"['yes', 'people']"
6495,"['book', 'first', 'class', 'curbside', 'delivery', 'hours', 'now', 'count']"
6496,"['ridiculous', 'ua6', 'delay', 'hours', 'count', 'book', 'diff', 'take', 'seriously']"
6497,"['msp', 'employees', 'try', 'check', 'several', 'hundred', 'line', 'crazy', 'might', 'miss', 'plane', 'sure', 'thank', 'employees']"
6498,"['lax', 'den', 'schedule', 'land', 'lax', 'please', 'rebook']"
6499,"['first', 'class', 'passenger', 'pay', 'inflight', 'wifi']"
6500,"['bgm', 'cancel', 'flightled', 'last', 'night', 'hotel', 'voucher', 'pay', 'cab', 'back', 'worse', 'cab', 'experience']"
6501,"['first', 'delayedbecause', 'one', 'hook', 'grind', 'power', 'plane', 'together', 'folks']"
6502,"['way', 'plane', 'lose', 'software', 'believe', 'decide', 'upgrade']"
6503,"['already', 'miss', 'connection']"
6504,"['typically', 'problem', 'fix', 'crew', 'expire', 'delay', 'turn', 'cancel']"
6505,"['delay', 'charge', 'late', 'say', 'well']"
6506,"['friend', 'stick', 'bus', 'runway', 'pek', 'two', 'small', 'kid', 'customer', 'service', 'explanation', 'kid', 'cry', 'awful', 'service']"
6507,"['guy', 'suck', 'ill', 'never', 'fly', 'supervisors', 'suck']"
6508,"['new', 'love', 'quality', 'plan']"
6509,"['yes', 'keep', 'robotic', 'answer']"
6510,"['bad', 'customer', 'service', 'nyc', 'weeks', 'ago', 'think', 'move']"
6511,"['ceo', 'decide', 'outsource', 'push', 'skilled', 'loyal', 'employeeslack', 'staff']"
6512,"['mean', 'employees', 'really', 'literally', 'sob']"
6513,"['mean', 'say', 'many', 'complaints', 'today', 'week', 'month', 'cant', 'respond', 'shes', 'alone']"
6514,"['fly', 'home', '930am', 'event', 'tomorrow', 'push', 'back', 'now', 'ticket', 'wont', 'home', 'time']"
6515,"['delay', 'departure', 'hrs', 'wait', 'passengers', 'another', 'late', 'unacceptable']"
6516,"['hours', 'pretzels', 'peanuts', 'seriously', 'pass']"
6517,"['now', 'tag', 'bag', 'airport', 'hop', 'actually', 'arrive', 'heres', 'hop', 'arrive']"
6518,"['plan', 'book', 'additional', 'tonight', 'hrs', 'work', 'one', 'trip', 'wear']"
6519,"['help', 'disappoint', 'customer', 'service']"
6520,"['system', 'hold', 'mins', 'mia', 'tell', 'go', 'charge', 'book', 'problems', 'fee', 'customer', 'service']"
6521,"['wont', 'wed', 'irreplaceable', 'milestone', 'theres', 'reflight', 'book', 'problems', 'repay']"
6522,"['brothers', 'luggage', 'lose', 'copa', 'airlines', 'hes', 'compete', 'panamerican', 'cross', 'country', 'cup', 'please', 'help']"
6523,"['last', 'day', 'less', 'now', 'drive', 'hours', 'aspen', 'thru', 'snowstorm', 'thx', 'team', 'lack', 'customer', 'empathy']"
6524,"['brothers', 'baggage', 'lose', 'route', 'panamerican', 'cross', 'country', 'cup', 'championship', 'race', 'please', 'help']"
6525,"['yes', 'plenty', 'seat', 'available', 'vicky', 'thomas', 'refuse', 'give', 'one', 'million', 'mile', 'flyer']"
6526,"['funny', 'yesterday', 'delay', 'mechanical', 'issue', 'rotten', 'luck', 'plan', 'row', 'issue']"
6527,"['earlier', 'today', 'late', 'now', 'hope']"
6528,"['wait', 'mins', 'count', 'global', 'go']"
6529,"['still', 'try', 'home']"
6530,"['atgate', 'monitor', 'show', 'empty', 'seat']"
6531,"['reservations', 'desk', 'tell', 'say', 'plenty', 'seat']"
6532,"['exasperate', 'difficult', 'time', 'book', 'problems', 'error', 'message', 'say', 'youre', 'undergo', 'maintenance', 'really', 'now']"
6533,"['lax29108m', 'make', 'happen', 'please', 'cruise', 'luggage', 'tomorrow']"
6534,"['make', 'connection', 'stellar', 'employee', 'vicky', 'thomas', 'refuse', 'board', 'even', 'though', 'empty', 'seat', 'plane']"
6535,"['course', 'start', 'trip', 'wks', 'ago', 'go', 'downhill', 'return']"
6536,['dont']
6537,"['longer', 'will', 'take', 'guitar', 'royal', 'commission']"
6538,"['sure', 'different', 'texts', 'change', 'time', 'gate', 'especially', 'locations', 'across', 'entire', 'concourse', 'seem', 'little']"
6539,"['late', 'now', 'future', 'train', 'staff', 'better', 'handle', 'emergency', 'situations', 'grind', 'staff', 'customer', 'service']"
6540,"['stick', 'airport', 'hours', 'standbys', 'cuz', 'pilot', 'show', 'late', 'pjs', 'miss', 'connectin', 'pjs', 'tell']"
6541,"['wait', 'ill', 'lose', 'frustrate']"
6542,['certainly']
6543,"['try', 'book', 'wmiles', 'hold', '50m', 'give', 'need', 'use', 'two', 'diff', 'pay', '1tix']"
6544,"['thats', 'tweet', 'choose', 'answer', 'tell', 'youre', 'liable']"
6545,"['youre', 'reason', 'nyc', 'tonight', 'take', 'plane', 'hour', 'take', 'explanations', 'sorry']"
6546,"['agents', 'argue', 'check', 'bag', 'announcement', 'look', 'room', 'seat', 'give', 'walk', 'back', 'seat', '7unnecessary']"
6547,"['change', 'name', 'incompetence', 'take', 'hour', 'drive', 'now']"
6548,"['even', 'mention', 'rude', 'customer', 'service', 'business', 'owner', 'mortify', 'employees', 'act']"
6549,"['time', 'respond', 'everyone', 'elses', 'complaints', 'mine', 'lose', 'customer']"
6550,"['likely', 'make', 'sound', 'idea', 'want', 'please', 'use', 'facts', 'thank']"
6551,"['tell', 'something', 'dont', 'knownot']"
6552,"['wait', 'time', 'baggage', 'question', 'minutes', 'thats', 'crazy', 'limit', 'amount', 'bag', 'bring', 'internationally']"
6553,"['leighemery', 'dont', 'hear', 'anything', 'help', 'thank', 'another', 'empty', 'offer', 'help']"
6554,"['try', 'upgrade', 'seat', 'first', 'class', 'wait', 'time', 'phone', 'minutes', 'help']"
6555,"['ua7985', 'coshared', 'ana', 'unable', 'check', 'hrs', 'prior']"
6556,"['never', 'fly', 'guy', 'customer', 'service', 'piss', 'poor']"
6557,"['hour', 'turn', 'ordealsigh']"
6558,"['luggages', 'group', 'luggages', 'lose']"
6559,"['assistance', 'attitude', 'staff', 'matter', 'airport']"
6560,"['will', 'hear', 'guitar', 'damage', 'december', 'use', 'guitar', 'earn', 'live', 'act', 'together']"
6561,"['hold', 'minutes', 'talk', 'one', 'employees', 'ask', 'name', 'hang', 'face']"
6562,"['hope', 'ive', 'receive', 'help', 'far', 'ive', 'hold', 'hour', 'someone', 'speak']"
6563,"['try', 'options', 'per', 'weblink', 'non', 'available', 'next', 'days', 'frustrate']"
6564,"['ask', 'ignore', 'please', 'assist', 'change', 'another', 'today', 'feb', 'fra', 'mco', 'avoid', 'iad']"
6565,"['stay', 'business', 'poor', 'service']"
6566,"['send', 'exist', 'reservation', 'one', 'respond']"
6567,"['miss', 'continental', 'days']"
6568,"['next', 'time', 'bag', 'underweight', 'guy', 'credit', 'take', 'business', 'care']"
6569,"['wasnt', 'full', 'plenty', 'time', 'gate', 'check', 'plus', 'status']"
